EPF_Number__t2o,Gender,PermanentRecidence_cat,Recidence,CivilStatus_cat,HighestEducationQualification_cat,InterviewedBy,ExtraCurricularActivities,ApparelRelatedVocationalQualification,PreviousJob,ExperiencedSection_cat,RelativesInApparel,SpouseOccupation_cat,FamilyOppinionAboutTheJob,Referel_cat,ExpectationOfDoingTheJob_cat,AvailabilityOfTransportNearTheResidence,RetentionCategory,SelectedDepartment,ReasonForChooseApparel,PreviousWorkPlace,PersonalImpression,ContributionToTheFamilyIncome_cat,Children_cat,ApparelExperience,ReasonForLeaving_cat,Height,Weight,MedicalTest,IQTestScore,ExpectedSalary,FollowingExternalCourses,LastBasicSal_cat,Age Category,Age Joined,Age(Median),Is Terminated
912,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,Low,Unmarried,TRUE,PersonalIssue,151,42,Passed,80,28000,No,15000to30000,2,23,22,Yes
913,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CloseProximityToHome,NotMAS,Good,Moderate,Unmarried,FALSE,Other,152,59,Passed,65,25000,No,NoJob,2,21,22,Yes
914,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,158,49,Passed,85,30000,No,NoJob,1,19,19,Yes
915,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,156,46,Passed,100,25000,No,NoJob,2,21,22,Yes
916,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,147,40,Passed,85,25000,No,NoJob,2,22,22,Yes
917,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,150,51,Passed,60,28000,No,15000to30000,4,30,32,Yes
918,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,MASPlant,Average,Low,Unmarried,TRUE,JobIssue,170,50,Passed,80,28000,No,15000to30000,2,23,22,Yes
919,Female,No,Boarded,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,Support,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,PersonalIssue,176,63,Passed,85,25000,No,0to15000,1,19,19,Yes
920,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoJob,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,171,46,Passed,90,25000,No,0to15000,3,25,27,Yes
921,Female,No,ComingFromHome,Unmarried,PassedOL,Lahiru,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NoJob,Good,Low,Unmarried,FALSE,NoJob,159,54,Passed,80,25000,No,NoJob,1,19,19,Yes
922,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMHS,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,177,68,Passed,80,28000,No,NoJob,2,22,22,Yes
923,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,ChildrenLessThan5Yrs,FALSE,NoJob,156,60,Passed,60,25000,No,NoJob,3,25,27,Yes
924,Female,No,Boarded,Unmarried,PassedAL,Gihan,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,170,58,Passed,85,25000,No,0to15000,3,26,27,Yes
925,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenLessThan5Yrs,TRUE,Other,166,52,Passed,95,25000,No,0to15000,3,28,27,Yes
926,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,55,Passed,95,25000,No,NoJob,1,19,19,Yes
927,Female,No,Boarded,Unmarried,PassedOL,Dinuka,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,160,50,Passed,70,25000,No,NoJob,2,20,22,Yes
928,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,PersonalIssue,158,49,Passed,100,25000,No,0to15000,2,20,22,Yes
929,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,Unmarried,FALSE,NoJob,168,56,Passed,95,16840,No,NoJob,2,20,22,Yes
930,Female,Yes,ComingFromHome,Married,PassedOL,Gihan,FALSE,FALSE,Apparel,Other,FALSE,HaveAJob,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,151,38,Passed,90,30000,No,15000to30000,3,27,27,Yes
931,Female,No,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMChecker,LikeSewing,NoJob,Average,Low,NoChildren,TRUE,NoJob,172,50,Passed,80,25000,No,NoJob,2,24,22,Yes
932,Female,No,ComingFromHome,NoSpouse,UptoOL,Lahiru,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NoJob,Good,Moderate,ChildrenGreaterThan5Yrs,FALSE,NoJob,152,51,Passed,75,20000,No,NoJob,5,39,38,Yes
933,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,156,60,Passed,0,30000,No,15000to30000,4,34,32,Yes
934,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,163,50,Passed,0,25000,No,15000to30000,3,27,27,No
935,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Other,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Good,High,ChildrenLessThan5Yrs,TRUE,Other,161,46,Passed,0,26000,No,15000to30000,3,27,27,No
936,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,NoChildren,TRUE,JobIssue,169,50,Passed,85,24000,No,0to15000,1,19,19,No
937,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,TRUE,FALSE,NonApparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,FALSE,PersonalIssue,169,49,Passed,90,25000,Yes,0to15000,2,20,22,No
938,Female,No,Boarded,Unmarried,PassedOL,Lahiru,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,159,52,Passed,80,24000,No,NoJob,4,33,32,Yes
939,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,Other,MASPlant,Average,High,NoChildren,TRUE,JobIssue,139,55,Passed,0,30000,No,15000to30000,4,34,32,Yes
940,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,DoNotLike,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,149,62,Passed,90,30000,No,15000to30000,5,35,38,Yes
941,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,48,Passed,80,25000,No,NoJob,2,23,22,No
942,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,172,51,Passed,90,25000,No,0to15000,2,23,22,Yes
943,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,52,Passed,85,25000,No,NoJob,1,19,19,Yes
944,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,NonApparel,Other,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,FALSE,Other,172,65,Passed,90,26000,No,0to15000,4,32,32,Yes
945,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,No,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,145,36,Passed,80,30000,No,15000to30000,2,22,22,Yes
946,Female,Yes,ComingFromRelativesPlace,Married,PassedAL,Lahiru,TRUE,FALSE,NonApparel,Other,FALSE,HaveAJob,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,FALSE,JobIssue,173,56,Passed,95,25000,Yes,0to15000,3,27,27,No
947,Female,No,Boarded,Married,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,169,46,Passed,80,25000,No,15000to30000,4,32,32,No
948,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,156,50,Passed,70,25000,No,NoJob,4,30,32,Yes
949,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,TRUE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,166,46,Passed,65,25000,No,15000to30000,1,18,19,Yes
950,Female,Yes,Boarded,NoSpouse,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,172,52,Passed,65,28000,No,NoJob,5,37,38,Yes
951,Female,No,Boarded,Unmarried,PassedOL,Lahiru,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,Other,NotMAS,Good,High,Unmarried,FALSE,Other,159,60,Passed,65,25000,No,NoJob,3,25,27,Yes
952,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,172,56,Passed,95,25000,No,0to15000,2,20,22,No
953,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,169,49,Passed,95,25000,No,NoJob,5,37,38,No
954,Female,No,Boarded,Unmarried,UptoOL,Gihan,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Average,Moderate,Unmarried,FALSE,NoJob,165,60,Passed,85,25000,No,NoJob,2,23,22,Yes
955,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NonApparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,PersonalIssue,157,39,Passed,95,30000,No,30000to50000,2,23,22,Yes
956,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,146,51,Passed,90,30000,No,NoJob,2,20,22,Yes
957,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,174,53,Passed,80,25000,No,NoJob,2,23,22,Yes
958,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Good,High,Unmarried,FALSE,NoJob,163,65,Passed,80,20000,No,NoJob,2,21,22,Yes
959,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NonApparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,171,52,Passed,85,28000,No,15000to30000,2,23,22,Yes
960,Female,Yes,ComingFromHome,Unmarried,PassedAL,Dinuka,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,172,51,Passed,85,25000,No,0to15000,2,24,22,Yes
961,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,170,52,Passed,85,25000,No,15000to30000,2,20,22,Yes
962,Female,No,ComingFromRelativesPlace,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NonApparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Good,High,Unmarried,FALSE,Other,153,60,Passed,65,25000,No,NoJob,4,33,32,Yes
963,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,55,Passed,60,13500,No,NoJob,2,21,22,Yes
964,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Good,High,ChildrenLessThan5Yrs,FALSE,Other,152,59,Passed,70,28000,No,15000to30000,4,30,32,Yes
965,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,159,62,Passed,65,25000,No,NoJob,2,20,22,Yes
966,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,163,54,Passed,80,25000,No,NoJob,2,22,22,Yes
967,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,169,49,Passed,85,30000,No,15000to30000,5,39,38,No
968,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,PersonalIssue,169,46,Passed,80,22000,No,0to15000,1,18,19,Yes
969,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,Unmarried,TRUE,JobIssue,174,51,Passed,0,25000,No,15000to30000,1,19,19,Yes
970,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,168,46,Passed,95,25000,No,0to15000,5,36,38,Yes
971,Female,No,ComingFromRelativesPlace,Married,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,FALSE,JobIssue,156,44,Passed,85,30000,No,15000to30000,2,24,22,Yes
972,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,Unmarried,TRUE,JobIssue,168,46,Passed,75,25000,No,0to15000,3,26,27,Yes
973,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,No,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,169,47,Passed,95,25000,No,NoJob,1,18,19,Yes
974,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,165,55,Passed,95,28000,No,15000to30000,2,23,22,Yes
975,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NonApparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,169,43,Passed,100,26000,No,0to15000,3,26,27,Yes
976,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,Other,147,52,Passed,90,25000,No,0to15000,2,21,22,Yes
977,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMChecker,FamilyMembersAeWorkingInApparel,NoJob,Average,Low,Unmarried,FALSE,NoJob,162,46,Passed,85,16840,Yes,NoJob,2,22,22,Yes
978,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,170,49,Passed,75,23000,No,0to15000,4,31,32,No
979,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,170,51,Passed,90,27000,No,30000to50000,2,22,22,Yes
980,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,CloseProximityToHome,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,159,50,Passed,65,25000,No,NoJob,3,26,27,Yes
981,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,160,60,Passed,85,30000,No,15000to30000,4,32,32,Yes
982,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,NonApparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,FALSE,JobIssue,169,52,Passed,95,25000,No,15000to30000,3,25,27,Yes
983,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,160,50,Passed,70,30000,No,15000to30000,3,26,27,Yes
984,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Moderate,NoChildren,FALSE,NoJob,160,44,Passed,90,25000,No,NoJob,1,19,19,Yes
985,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,52,Passed,80,25000,No,NoJob,1,18,19,No
986,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,ChildrenGreaterThan5Yrs,FALSE,JobIssue,163,53,Passed,95,25000,No,NoJob,5,39,38,Yes
987,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,Other,158,52,Passed,85,28000,No,15000to30000,2,23,22,Yes
988,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,171,48,Passed,95,25000,No,15000to30000,1,19,19,Yes
989,Female,No,Boarded,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,172,51,Passed,60,25000,No,15000to30000,2,20,22,Yes
990,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,162,52,Passed,70,25000,No,NoJob,4,30,32,Yes
991,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,Other,166,60,Passed,70,25000,No,0to15000,1,18,19,Yes
992,Female,Yes,Boarded,Unmarried,PassedAL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Good,Moderate,Unmarried,FALSE,JobIssue,165,55,Passed,80,25000,Expect,15000to30000,2,22,22,Yes
993,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NotMAS,Good,Moderate,Unmarried,FALSE,PersonalIssue,163,59,Passed,50,19000,Expect,0to15000,1,19,19,Yes
994,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,165,53,Passed,85,30000,No,15000to30000,2,20,22,Yes
995,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMHS,CloseProximityToHome,NoJob,Good,Low,Unmarried,FALSE,NoJob,164,58,Passed,95,25000,No,NoJob,1,19,19,Yes
996,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NoJob,Good,High,Unmarried,FALSE,NoJob,156,46,Passed,75,20000,No,NoJob,2,20,22,Yes
